,raise,99.76685476685476
torah dumpy,slice,6.730323730323731
slime torah,pudgy,6.837837837837838
slice manor,pudgy,6.82001782001782
smile actor,pudgy,6.847935847935848
smile pudgy,torah,6.844371844371844
smile torah,pudgy,6.844371844371844
chine solar,dumpy,6.803385803385804
chine dumpy,solar,6.803385803385804
cabin sorel,thump,6.660825660825661
cabin thump,sorel,6.660825660825661
sorel thump,cabin,6.660825660825661
gules ratio,nymph,7.0368280368280365
gules nymph,triad,6.921591921591921
triad,louse,12.335313335313336
gules triad,phony,6.806355806355806
gules phony,triad,6.806355806355806
phony triad,gules,6.806355806355806
nymph triad,close,6.657261657261658
close,rainy,11.791208791208792
nymph close,triad,6.657261657261658
close triad,nymph,6.657261657261658
ratio nymph,gules,7.0368280368280365
close rainy,thumb,6.729135729135729
close thumb,dinar,6.587763587763588
close dinar,thump,6.556281556281556
close thump,dinar,6.556281556281556
dinar thump,close,6.556281556281556
thumb dinar,close,6.587763587763588
rainy thumb,close,6.729135729135729
triad louse,nymph,6.8087318087318085
louse nymph,triad,6.8087318087318085
chain sorel,dumpy,6.874665874665875
chain dumpy,sorel,6.874665874665875
false nitro,chump,6.826551826551826
false chump,nitro,6.826551826551826
mercy saint,would,6.692901692901693
would,raise,14.804573804573804
mercy would,saint,6.692901692901693
saint would,mercy,6.692901692901693
spiel actor,funky,7.158004158004158
actor funky,slide,6.953667953667954
slide,actor,12.841401841401842
actor slide,nymph,6.711315711315711
actor nymph,slide,6.711315711315711
nymph slide,gator,6.661419661419662
gator,slice,12.479061479061478
nymph gator,slide,6.661419661419662
gator slide,punch,6.5764775764775765
gator punch,slide,6.5764775764775765
punch slide,gator,6.5764775764775765
funky slide,actor,6.953667953667954
spiel funky,bract,6.995247995247995
bract,noise,14.16958716958717
funky bract,spiel,6.995247995247995
bract spiel,mound,6.515295515295516
bract mound,spiel,6.515295515295516
mound spiel,bract,6.515295515295516
gator slice,dumpy,6.692901692901693
gator dumpy,slice,6.692901692901693
brunt aisle,comfy,6.847935847935848
aisle comfy,brunt,6.847935847935848
brunt comfy,lapse,6.842589842589843
brunt lapse,ohmic,6.697059697059697
brunt ohmic,lapse,6.697059697059697
lapse ohmic,brunt,6.697059697059697
comfy lapse,third,6.801009801009801
third,alone,14.613305613305613
comfy third,sable,6.7742797742797745
comfy sable,print,6.666171666171667
print,lyase,13.655776655776656
comfy print,sable,6.666171666171667
print sable,dough,6.621027621027621
print dough,sable,6.621027621027621
dough sable,print,6.621027621027621
third sable,mungo,6.758835758835759
sable mungo,third,6.758835758835759
mungo third,lapse,6.7398277398277395
mungo lapse,third,6.7398277398277395
lapse third,mungo,6.7398277398277395
print lyase,dough,6.8212058212058215
lyase dough,print,6.8212058212058215
bract noise,lumpy,6.719631719631719
lumpy,raise,16.705375705375705
bract lumpy,snide,6.656073656073656
bract snide,mogul,6.6536976536976535
mogul,raise,14.427383427383427
bract mogul,spine,6.63944163944164
spine,coral,12.893079893079893
bract spine,moldy,6.515295515295516
bract moldy,spine,6.515295515295516
moldy spine,bract,6.515295515295516
mogul spine,bract,6.63944163944164
snide mogul,chart,6.646569646569646
chart,louse,15.016632016632016
mogul chart,snide,6.646569646569646
chart snide,mogul,6.646569646569646
lumpy snide,bract,6.656073656073656
noise lumpy,bract,6.719631719631719
spine coral,thumb,6.663201663201663
coral thumb,snide,6.60974160974161
thumb snide,coral,6.60974160974161
spine thumb,coral,6.663201663201663
thorp aisle,funky,7.2904662904662905
thorp funky,aisle,7.2904662904662905
broth aisle,dumpy,6.9762399762399765
broth dumpy,aisle,6.9762399762399765
mogul raise,tench,6.844965844965845
mogul tench,rapid,6.831897831897832
mogul rapid,scent,6.632907632907633
mogul scent,rapid,6.632907632907633
rapid scent,mogul,6.632907632907633
tench rapid,solum,6.638847638847639
rapid solum,tench,6.638847638847639
solum tench,rapid,6.638847638847639
third alone,musky,7.072468072468072
alone musky,third,7.072468072468072
musky third,lance,6.951291951291951
musky lance,dropt,6.811107811107811
musky dropt,lance,6.811107811107811
third lance,bogus,6.688743688743688
lance bogus,third,6.688743688743688
bogus third,lance,6.688743688743688
would raise,nymph,7.1740421740421745
would nymph,raise,7.1740421740421745
chart louse,dying,6.796851796851797
chart dying,slope,6.685179685179685
slope,train,12.096525096525097
chart slope,dying,6.685179685179685
dying slope,bract,6.654885654885655
dying bract,slope,6.654885654885655
bract slope,dying,6.654885654885655
louse dying,bract,6.78021978021978
louse bract,windy,6.77012177012177
bract windy,slope,6.659043659043659
windy slope,bract,6.659043659043659
louse windy,bract,6.77012177012177
slope train,cuddy,6.9031779031779035
slope cuddy,train,6.9031779031779035
cuddy train,slope,6.9031779031779035
lumpy raise,notch,6.745767745767746
lumpy notch,raise,6.745767745767746
clout raise debug,nymph,6.075141075141075
nymph raise debug,flock,6.135135135135135
flock,raise,17.864270864270864
debug flock,sitar,7.245916245916246
nymph flock,raise,7.371844371844372
raise flock,thumb,7.1698841698841695
flock thumb,raise,7.1698841698841695
flock sitar,nudge,6.948915948915949
flock nudge,satyr,6.943569943569943
flock satyr,denim,6.853281853281853
denim,solar,13.713394713394713
flock denim,sprat,6.828333828333828
denim sprat,colby,6.603801603801604
denim colby,sprat,6.603801603801604
colby sprat,dinge,6.515295515295516
dinge,solar,14.434511434511435
colby dinge,sprat,6.515295515295516
dinge sprat,colby,6.515295515295516
flock sprat,denim,6.828333828333828
satyr denim,block,6.742203742203742
block,raise,16.72972972972973
denim block,satyr,6.742203742203742
block satyr,denim,6.742203742203742
nudge satyr,milch,6.761805761805761
nudge milch,roast,6.673893673893674
milch roast,nudge,6.673893673893674
nudge roast,milch,6.673893673893674
satyr milch,nudge,6.761805761805761
sitar nudge,colby,6.693495693495693
nudge colby,sitar,6.693495693495693
colby sitar,nudge,6.693495693495693
denim solar,butch,6.625779625779626
denim butch,solar,6.625779625779626
butch solar,dinge,6.618651618651619
butch dinge,solar,6.618651618651619
dinge solar,butch,6.618651618651619
block raise,thump,6.997029997029997
block thump,raise,6.997029997029997
nymph debug flock,sitar,6.043659043659043
nymph sitar,dolce,6.655479655479655
dolce,satyr,12.131571131571132
nymph dolce,sitar,6.655479655479655
dolce sitar,nymph,6.655479655479655
dolce satyr,fungi,6.745173745173745
dolce fungi,sprat,6.660825660825661
dolce sprat,fungi,6.660825660825661
fungi sprat,dolce,6.660825660825661
satyr fungi,dolce,6.745173745173745
debug flock sitar,nymph,6.043659043659043
debug sitar nymph,flock,6.043659043659043
flock sitar nymph,budge,6.03059103059103
flock budge,sitar,7.197208197208197
nymph budge,trail,7.1918621918621914
flock nymph budge,sitar,6.03059103059103
flock budge sitar,nymph,6.03059103059103
budge sitar nymph,flock,6.03059103059103
nymph raise flock,debut,6.059103059103059
debut,salon,15.833382833382833
flock debut,sarin,6.948321948321948
nymph debut,solar,6.919215919215919
raise debut,pylon,6.912681912681912
debut pylon,crash,6.771903771903772
crash,toile,13.504306504306504
debut crash,login,6.757647757647757
login,stare,13.22096822096822
crash login,debut,6.757647757647757
debut login,scarp,6.71072171072171
scarp,toile,12.545589545589545
debut scarp,login,6.71072171072171
login scarp,debut,6.71072171072171
pylon crash,debit,6.722007722007722
debit,solar,14.081675081675082
crash debit,pylon,6.722007722007722
debit pylon,crash,6.722007722007722
debut solar,pinch,6.584793584793585
debut pinch,solar,6.584793584793585
pinch solar,debut,6.584793584793585
nymph solar,debit,6.74042174042174
nymph debit,solar,6.74042174042174
debit solar,punch,6.5764775764775765
debit punch,solar,6.5764775764775765
punch solar,debit,6.5764775764775765
debut sarin,glyph,6.764775764775765
debut glyph,sarin,6.764775764775765
glyph sarin,comet,6.730917730917731
glyph comet,sarin,6.730917730917731
comet sarin,glyph,6.730917730917731
flock sarin,thyme,6.913275913275913
thyme,solar,14.375111375111375
flock thyme,sarin,6.913275913275913
sarin thyme,could,6.6067716067716065
sarin could,thyme,6.6067716067716065
could thyme,sarin,6.6067716067716065
scarp toile,funky,7.0368280368280365
scarp funky,toile,7.0368280368280365
login stare,chump,6.7992277992278
login chump,stare,6.7992277992278
chump stare,indol,6.757053757053757
indol,saute,12.91089991089991
chump indol,stare,6.757053757053757
indol stare,chump,6.757053757053757
indol saute,crimp,6.7998217998218
indol crimp,saute,6.7998217998218
crimp saute,blond,6.541431541431542
crimp blond,saute,6.541431541431542
blond saute,crimp,6.541431541431542
crash toile,dumpy,6.783189783189783
crash dumpy,toile,6.783189783189783
thyme solar,fungi,7.004158004158004
solar fungi,depth,6.839025839025839
fungi depth,solar,6.839025839025839
thyme fungi,solar,7.004158004158004
debut salon,crimp,6.585981585981586
debut crimp,salon,6.585981585981586
crimp salon,debut,6.585981585981586
nymph flock debut,sarge,6.054945054945055
sarge,pilot,13.223344223344224
debut sarge,nicol,6.844371844371844
flock sarge,minty,6.828927828927829
minty,arles,13.22037422037422
nymph sarge,clout,6.966735966735967
flock minty,parse,6.828927828927829
flock parse,minty,6.828927828927829
minty parse,could,6.5461835461835465
minty could,parse,6.5461835461835465
could parse,night,6.543807543807544
night,arles,15.588060588060587
could night,marse,6.5378675378675375
could marse,night,6.5378675378675375
marse night,could,6.5378675378675375
parse night,could,6.543807543807544
sarge minty,could,6.564597564597564
sarge could,minty,6.564597564597564
debut nicol,marsh,6.634095634095634
debut marsh,nicol,6.634095634095634
marsh nicol,debut,6.634095634095634
sarge nicol,thump,6.6792396792396795
nicol thump,sabre,6.662013662013662
sabre,pilot,13.084942084942085
nicol sabre,thump,6.662013662013662
sabre thump,nicol,6.662013662013662
sarge thump,nicol,6.6792396792396795
sarge clout,windy,6.675675675675675
clout windy,parse,6.6234036234036235
clout parse,dying,6.578853578853579
clout dying,parse,6.578853578853579
dying parse,clout,6.578853578853579
windy parse,clout,6.6234036234036235
sarge windy,clout,6.675675675675675
sabre pilot,munch,6.583605583605584
pilot munch,sabre,6.583605583605584
munch sabre,pilot,6.583605583605584
minty arles,pouch,6.828333828333828
arles pouch,minty,6.828333828333828
minty pouch,arles,6.828333828333828
sarge pilot,bunch,6.624591624591624
sarge bunch,pilot,6.624591624591624
night arles,bumpy,6.957231957231957
night bumpy,carle,6.92990792990793
bumpy carle,sting,6.72022572022572
sting,carle,13.633204633204633
bumpy sting,carle,6.72022572022572
carle sting,bumpy,6.72022572022572
night carle,kudos,6.724383724383724
kudos,irate,16.222453222453222
carle kudos,minty,6.713097713097713
carle minty,bogus,6.688743688743688
carle bogus,minty,6.688743688743688
bogus minty,carle,6.688743688743688
kudos minty,carle,6.713097713097713
night kudos,carle,6.724383724383724
kudos irate,lymph,7.216216216216216
kudos lymph,trace,7.149094149094149
trace,solid,12.121473121473121
kudos trace,blimp,6.88951588951589
kudos blimp,caret,6.827145827145827
kudos caret,blimp,6.827145827145827
trace blimp,sound,6.583011583011583
trace sound,blimp,6.583011583011583
lymph trace,sound,6.695871695871696
trace solid,nymph,6.615681615681615
trace nymph,solid,6.615681615681615
flock debut sarge,nymph,6.054945054945055
debut sarge nymph,flick,6.053757053757054
flick,stare,21.124146124146126
debut flick,sonar,6.936441936441937
nymph flick,stare,7.523908523908524
sarge flick,donut,6.772497772497773
flick donut,parse,6.68993168993169
donut parse,climb,6.47965547965548
donut climb,parse,6.47965547965548
climb parse,donut,6.47965547965548
flick parse,donut,6.68993168993169
sarge donut,milch,6.528957528957529
donut milch,parse,6.4903474903474905
milch parse,donut,6.4903474903474905
sarge milch,donut,6.528957528957529
debut sonar,milch,6.5764775764775765
debut milch,sonar,6.5764775764775765
milch sonar,debut,6.5764775764775765
flick sonar,debut,6.936441936441937
flick stare,pound,6.9204039204039205
flick pound,stare,6.9204039204039205
debut nymph flick,savor,6.041877041877042
savor,utile,13.975942975942976
debut savor,cling,6.801603801603801
cling,sayer,14.511731511731512
flick savor,unmet,7.151470151470152
unmet,solar,13.605880605880605
nymph savor,tilde,6.798633798633799
savor tilde,punch,6.667953667953668
savor punch,tilde,6.667953667953668
punch tilde,savor,6.667953667953668
debut cling,sapor,6.573507573507573
cling sapor,debut,6.573507573507573
debut sapor,cling,6.573507573507573
savor cling,debut,6.801603801603801
flick unmet,sapor,6.956637956637957
flick sapor,debut,6.948915948915949
unmet sapor,child,6.637659637659637
child,sayer,15.469260469260469
sapor child,unmet,6.637659637659637
child unmet,sapor,6.637659637659637
savor unmet,child,6.776655776655777
savor child,unmet,6.776655776655777
unmet solar,dicky,6.855063855063855
solar dicky,unmet,6.855063855063855
dicky unmet,solar,6.855063855063855
savor utile,nymph,7.043956043956044
utile nymph,carbs,6.852687852687852
utile carbs,downy,6.744579744579744
carbs downy,lithe,6.734481734481735
carbs lithe,pound,6.583605583605584
carbs pound,lithe,6.583605583605584
lithe pound,carbs,6.583605583605584
downy lithe,carbs,6.734481734481735
utile downy,carbs,6.744579744579744
cling sayer,doubt,6.683991683991684
cling doubt,parse,6.536679536679537
cling parse,doubt,6.536679536679537
doubt parse,cling,6.536679536679537
sayer doubt,cling,6.683991683991684
child sayer,mount,6.654291654291654
mount,raise,12.141669141669142
child mount,parse,6.513513513513513
child parse,mount,6.513513513513513
mount parse,child,6.513513513513513
sayer mount,child,6.654291654291654
mount raise,glyph,6.806355806355806
mount glyph,raise,6.806355806355806
debut flick savor,nymph,6.041877041877042
debut nymph savor,flick,6.041877041877042
flick savor nymph,debut,6.041877041877042
debut sarge flick,nymph,6.053757053757054
sarge flick nymph,doubt,6.003861003861004
flick doubt,parse,6.877041877041877
nymph doubt,raise,6.904365904365904
sarge doubt,milch,6.663795663795664
doubt milch,snare,6.602019602019602
snare,pilot,12.11018711018711
doubt snare,milch,6.602019602019602
milch snare,doubt,6.602019602019602
snare pilot,crumb,6.859221859221859
pilot crumb,hanse,6.621621621621622
hanse,broil,13.684882684882686
broil,saute,12.375111375111375
crumb hanse,pilot,6.621621621621622
hanse pilot,crumb,6.621621621621622
snare crumb,pilot,6.859221859221859
broil saute,nymph,6.798633798633799
broil nymph,stade,6.729135729135729
stade,corny,13.66943866943867
corny,slate,11.617166617166617
broil stade,punch,6.644787644787645
broil punch,stade,6.644787644787645
punch stade,broil,6.644787644787645
nymph stade,broil,6.729135729135729
saute nymph,broil,6.798633798633799
corny slate,humid,6.7226017226017225
corny humid,slate,6.7226017226017225
stade corny,blimp,6.590733590733591
corny blimp,stade,6.590733590733591
blimp stade,corny,6.590733590733591
hanse broil,dumpy,6.9506979506979505
broil dumpy,stane,6.758835758835759
broil stane,chump,6.737451737451737
broil chump,nates,6.720819720819721
nates,broil,13.157410157410158
broil nates,chump,6.720819720819721
chump nates,broil,6.720819720819721
stane chump,broil,6.737451737451737
dumpy stane,broil,6.758835758835759
hanse dumpy,twirl,6.8687258687258685
twirl,sauce,14.500445500445501
sauce,nitro,12.328779328779328
dumpy twirl,hanse,6.8687258687258685
hanse twirl,dumpy,6.8687258687258685
sauce nitro,lymph,6.818829818829819
nitro lymph,cause,6.813483813483813
cause,nitro,12.424413424413425
lymph cause,nitro,6.813483813483813
cause nitro,lymph,6.813483813483813
sauce lymph,nitro,6.818829818829819
twirl sauce,phony,6.926343926343926
